-6.902738009102667160e-02 5.276483701291975748e-02 -3.203911748896116907e-02 1.342751334601253663e-02 1.582925702888151979e-03 1.710959456879499255e-02
-5.854487545624213751e-02 6.755012791675174544e-02 7.645381097411114990e-02 1.206128106509723845e-02 1.782725432575045857e-02 1.239168101547913868e-02
4.936572349713415353e-02 5.365616619267128164e-03 -1.003598216485570259e-02 -2.859733410310210874e-02 1.600534876457616884e-02 2.812072036821459606e-02
-3.563922711588200787e-02 4.153883228268342304e-02 -1.697916021401130876e-02 3.273285519534925581e-02 2.386673860420294307e-02 1.059141047326780244e-01
-6.096667072869463300e-02 3.527265863018286263e-02 -2.140348259388318020e-02 5.195150166171089157e-02 -2.897023565120325841e-02 4.057932416575595058e-02
9.849698145747118327e-02 -8.148120669688777018e-02 -3.942387606223395763e-02 1.172987052598398749e-01 3.286315465133487351e-02 5.337322805507404948e-03
5.231171623059083231e-03 -2.397344271024571399e-02 1.820261148678241694e-02 1.307530656829379578e-02 -7.387315106861346015e-02 -1.214948326200763172e-02
-1.003132893403374942e-01 -5.516137171440888692e-02 -1.873103414109695761e-02 -8.434799594303854509e-02 -6.553395339666083508e-02 -2.021865990027486848e-02
-8.270523849397436178e-02 -1.978836485864002986e-02 1.604179756545596851e-03 9.970242399989111964e-03 -1.962072815977406598e-02 -2.511082076626869330e-02
-1.031123450308256287e-03 5.017224385192983055e-02 -2.199643404865105761e-02 -6.495212230380312257e-02 -7.014608758257200039e-02 1.068880267411887325e-01
-4.071730748475079625e-02 8.030718473277198566e-02 -2.878254359501645002e-02 3.265547450065805352e-02 6.259334394893401043e-02 1.595454698208442421e-02
7.543055686287472583e-02 -2.085443241946542681e-02 -4.361119056593687482e-02 -5.624565610936316067e-03 3.652482097960399205e-03 4.423172725535269578e-02
-1.328210513753752715e-02 -8.234477961801420220e-03 -8.587728456993455606e-02 4.988051225030874780e-02 -3.229467258613214365e-03 -3.844157081544067461e-02
-2.295151050273318977e-02 -2.929836623736708015e-02 4.628978783124279572e-02 1.308512236754477004e-02 7.390256836893548814e-03 4.210296038624041989e-03
-2.911964585419040547e-02 -2.154713070402413527e-02 -1.845426552032044479e-03 -4.986697296604167273e-02 -1.358033823658725756e-02 -5.982197290519770949e-02
-5.899780712511944712e-03 4.536406960804800076e-02 3.166784464611450273e-02 1.265024905141400903e-02 4.108472500175300302e-02 -3.960170090185502478e-02
-9.590751370356639938e-02 3.069410087243659366e-02 -7.643224526176125569e-04 3.167456771333333060e-03 2.055276997345644244e-02 2.254962445751770156e-02
-1.745364255696681480e-02 1.397253478103957156e-02 2.080975355445053784e-02 -6.650429184666349636e-02 4.236854026637859420e-03 6.642760392152757820e-02
-3.036040654502882019e-02 -5.700750171861980464e-02 -5.831366375320581885e-02 7.656425564387317473e-02 5.221583144956326583e-02 -2.838223515952597448e-03
-3.486516630818114332e-02 -7.980658496417496195e-02 -2.066685946547317312e-02 -1.853419708755778966e-02 -5.280967823619589496e-02 4.397346837629802913e-02
