1.248053707457040355e-02 -9.417905169107782318e-03 7.258995048781176351e-02 3.924183550314004620e-02 -2.274674591919289071e-02
-4.192931618522285214e-02 -3.271934520573318433e-02 -1.826886867390654923e-02 3.681865394687063725e-02 1.899723912518863633e-02
9.619527325155139905e-03 -1.565813885130771946e-03 4.688491650299219521e-02 2.383307059935942801e-02 4.735280327536450090e-02
8.963887989690671673e-03 -6.868083004161272542e-02 2.258074463290025979e-02 -2.018248102949588701e-02 5.901157882335899413e-02
6.477768540386311287e-03 -1.749666259557586603e-02 1.446659293112596834e-02 -1.258755538456804782e-02 -4.679311137153815449e-03
1.626419753555416806e-02 -5.714881645391482051e-02 1.916601110810697839e-02 -3.837072018701977866e-02 -2.951505762549370970e-02
3.674483995397629515e-02 -1.763596658054060809e-02 2.834585886033167551e-03 -3.307783742218765866e-02 1.005784440879611275e-01
5.184660651571191409e-02 -3.165708179716202053e-02 5.051826733042413808e-02 1.361820019546631719e-02 2.268834252038932561e-02
-2.873581639016029379e-02 3.759448755837471474e-03 4.792352566283116476e-03 6.200568498443975035e-02 1.320918260508157673e-02
-1.629649252306273688e-03 3.412251430081470610e-02 -1.021523674163002902e-02 4.481594035544984866e-02 2.933026476549588021e-03
2.462812912016096659e-02 -3.109926605943373265e-02 -2.488416255530612967e-03 -2.218496318615518006e-02 1.496791960973074646e-02
2.366037410411636621e-02 -2.523827110962231779e-02 2.581177478563436919e-02 5.457403794002449460e-02 6.421146428721775934e-02
1.447888507065842045e-02 -1.026562506230672099e-02 -2.033889147066575420e-02 3.042237852158972966e-02 -2.460166767537079469e-02
-3.893496234588284671e-02 -2.181362353221481462e-02 1.577757248051639763e-02 -9.967094254997896363e-02 -6.271424972700993805e-02
-3.692674869648816111e-02 -9.522558006548964560e-02 -2.511152952531798058e-02 5.831897235314578015e-02 -1.765447422273087180e-02
-4.366526569039815009e-02 8.369700594409051897e-02 -6.798039185716703812e-03 4.441533744141910184e-02 1.561788452717120801e-02
5.834226615479438938e-02 5.215875919966919683e-02 6.186696925118510826e-02 -4.539867099694558546e-03 2.294201663403108021e-02
-7.604782823669466001e-03 -6.287421794331639335e-02 -3.035766093994154632e-02 6.889280555947413509e-02 2.233629105894684511e-02
-1.965747666408420690e-04 -5.829870730611574903e-02 3.033516313880212090e-02 -2.043205986213433509e-02 1.668235620878389877e-02
5.740144255715737276e-02 -3.915034126889786054e-02 3.674315225271327506e-02 4.069714226896563314e-02 -4.437982719693033505e-03
2.162407699767000466e-02 7.519980789810329011e-03 -1.792829655894667695e-02 -4.301395708660252226e-02 5.200664686672244741e-02
-3.207441828494848185e-02 -9.276180641227073365e-03 3.515160744219503891e-02 1.782393557483578223e-02 -6.084980806082558591e-02
4.226108140776538291e-02 -9.106288520440482953e-04 2.311813986411156985e-02 3.810401278391691710e-02 -5.775104883796344096e-02
-2.178805080098720343e-02 -1.126952434891577599e-02 -9.870645481077437375e-03 7.617072332152235309e-03 -2.381887363557310539e-02
-1.897590854248523153e-04 -5.156133842316158039e-02 -3.496054844812202661e-02 -1.331552960316785680e-03 -1.673704409255200726e-03
-3.851827163238995613e-03 -2.737993544241956040e-02 -2.260375896662788694e-02 4.550186059954394041e-02 -4.507282076983744334e-02
2.869697211244813181e-02 -6.880852738309135852e-02 1.619654323518106634e-02 2.970412621974946252e-02 -2.856200488907213730e-02
-1.708048113899836989e-02 -3.030884461699330165e-02 2.492055673112713796e-02 -4.898287100188147142e-02 7.214082284852114252e-03
2.660606566066464965e-02 3.196944930732228962e-02 4.842099270703240088e-02 6.821904993562208364e-03 3.638707122610869427e-02
-1.299025245431060377e-02 -9.170382304157833828e-03 3.961871747341312588e-02 -3.071623849089909555e-02 7.113312827448775024e-05
1.679021604340227847e-02 -3.354339659840620963e-03 8.244892062854265388e-03 -1.928260649395312221e-02 -3.625404966542240814e-02
4.138781492136455603e-02 -3.843119275810190361e-02 3.657941151245593797e-02 3.771113097836549521e-02 4.760973596323029092e-03
-1.739405792426537700e-02 -8.796844575089632010e-03 3.943130110718727488e-02 4.202419706085051311e-03 -1.585551211370365369e-03
-5.306863714028243334e-02 -4.163638218494864623e-02 1.999992878494557744e-02 -8.006058526214408777e-03 -9.201801284579015638e-03
-1.149083699114406172e-02 1.422257650301443459e-02 -1.993682952592783914e-02 -3.743625277637748633e-02 1.953316579119998217e-02
9.971586503396375964e-03 6.756440568166941288e-03 -2.768751335385249285e-02 5.348215080458832565e-02 -1.483257415747325607e-02
-4.991380877250907455e-03 1.141092689678835717e-02 -1.494077565549962842e-02 4.848208495337459970e-03 2.962609378501781035e-02
3.999267987874031288e-02 -3.655749095859379960e-02 -7.461677569872076721e-04 1.091507251845825165e-02 8.969671974153376262e-03
4.914591027654114513e-02 -2.870488051877025798e-02 4.061652049579710100e-02 2.471640706655403932e-02 5.075207544189072476e-04
-6.278661588984799091e-02 1.285491833106509538e-02 6.505488893944827433e-02 -2.646945284826321756e-02 1.806314445011598588e-02
4.288713164285368196e-02 3.535225433263353839e-02 -3.858568149655484947e-02 1.348000668712246927e-02 -2.746000785414817388e-02
-3.658365300534378167e-02 -4.959409480676516511e-03 -2.449716513588160241e-02 -7.038989461530966926e-03 -8.342079674291203242e-03
-5.177568133863124505e-02 -3.851324473758267058e-02 -6.712674920309598565e-03 1.041039638316792332e-03 -1.057979284912127088e-02
-1.730040371247986569e-02 4.254928393687343324e-02 7.935668174271161279e-02 -1.617875216870717434e-02 7.804799611127657445e-03
6.597521479608581263e-02 -2.552979460133114695e-03 -5.486269222435561504e-02 7.713909489060233327e-02 9.050827766945409095e-03
2.146493552480044364e-02 -4.187354342229453880e-03 2.696822988763641557e-02 -5.202009522177295647e-02 3.624679349096245756e-02
-1.540116568122534835e-02 -5.997797359682114499e-02 3.566753864686779407e-02 -2.264363729532710423e-02 -4.582745955108291636e-02
2.473632857825012327e-02 5.361901881483843030e-03 6.720575608037346327e-02 -3.740622266450305961e-02 -1.337948659501855472e-02
-3.440472480325546673e-02 -1.082736841551286931e-02 3.993424567519615609e-02 7.005723721894277500e-02 -7.431611831817402924e-02
-3.694637805798818564e-02 -1.416398438922863816e-02 -6.623193436286395341e-03 2.848645619850107349e-03 3.119409132724874564e-03
-3.241765494379978546e-02 4.590428387910850706e-03 1.563350016787450579e-03 4.244891843903832000e-03 6.042741123502045307e-03
-2.444217723532687500e-02 1.620859227823874451e-03 -3.085562465094006043e-02 1.538600254363790484e-02 -2.688950948772188265e-02
